PC1,PC2,risk_level
<<<<<<< HEAD
0.20807092185192866,0.36707413605603934,Medium
-0.001092959391954973,0.5132303005655676,Low
1.8564304922269634,-0.7478527757610257,High
-0.6982282293465599,-0.23889931421482385,Low
0.011147301897014239,0.4930917656881383,Low
-0.562826816957175,-0.3364763116880461,Low
-0.630940183375082,-0.28267536213597433,Low
-0.6070731940359785,-0.3095880116206901,Low
0.041256938664274934,0.5005984731710854,Medium
1.3580889445424595,-0.5051090125513127,High
0.12856646173251396,0.4177844289519136,Medium
-0.5851872396849478,-0.3252888655460989,Low
0.3776770401400281,0.32609796073590064,Medium
-0.042865410746016186,0.49584520740803883,Low
0.16436982070984552,0.42742690498040947,Low
0.09643946426003636,0.4296105563225958,Low
0.3113474848183365,0.31620254630069006,High
0.04418261760444958,0.46729365098119036,Low
-0.44024636121526584,-0.40338563742754385,Medium
-0.4239039810128928,-0.42954887525518703,Medium
-9.87602067786808e-05,0.5304789028926459,Low
0.03443382862436717,0.48208863005168434,Low
0.09098460902876798,0.4263314773084512,Low
1.6939314952825317,-0.7010697643125058,High
-0.633073270786328,-0.28498456417156803,Low
-0.4704862168567803,-0.3745416697226653,Low
0.18704571617330668,0.38080772370202554,Medium
0.5322834910788565,-0.027960152986657494,Low
0.1364837635574766,0.397298475843901,Low
-0.54494446401108,-0.32785777412991124,Low
0.034991569386817245,0.479658763883814,Medium
-0.6140929077998682,-0.2663573856537832,Low
0.1707833554616719,0.42299277397086865,Low
-0.5378393111965667,-0.3209133831133586,Low
0.05352459585766817,0.4927045473717456,Low
-0.6671196125662072,-0.2550490442079921,Low
-0.5696613176564485,-0.3181298610457294,Low
1.7856932692166267,-0.7672152221698171,High
0.3170208616459762,0.3225365228131657,High
0.12193335299698838,0.44875158586909913,Low
-0.22341439393818807,-0.5582559885529916,High
0.310107111795342,0.3651083592811003,Medium
-0.02171071918714118,0.5091032803054805,Low
0.7927682068837874,-0.16250512120286098,Medium
0.21094523271100696,0.38631053985091823,Low
-0.643567480818213,-0.2866462494852763,Low
0.036726404098262,0.4710933204685652,Low
-0.05418600484684177,0.5296779884159727,Low
0.09550393358536802,0.47229308547027904,Low
-0.5356389265172464,-0.4043040509442738,Low
0.5244921763836075,0.021459989514972355,Low
-0.6641222517540455,-0.24774240343863066,Low
-0.5688877528980508,-0.33284566348609057,Low
0.12370705452082431,0.4374561404041286,Medium
-0.014097664176742852,0.5024641426683865,Low
