PC1,PC2,PC3,risk_level
-0.5375072610088529,-0.3535532794334304,-0.028916867999873253,Medium
0.08853716981110549,0.4931926673454682,-0.21512934035144235,Low
1.1331230047551804,-0.39252300867297235,0.6367873769593912,Medium
-0.007248672212806784,0.4856282305879204,0.1120494666870886,Low
0.1306907787404029,0.40104681547981613,0.1988401495387878,Low
0.014564655983339336,0.491960261545373,0.018921141237568717,Low
0.1448110756193498,0.4399909364452905,-0.1163192875361756,Low
-0.02045634666152596,0.5113142907416703,0.06854652741266376,Low
0.12415835179286816,0.4422427997906234,0.11053958250185769,Low
0.009664957238598948,0.4646925560173847,0.12482548322362641,Low
-0.44658755495151026,-0.3817522757801343,-0.22940982449227318,Medium
0.32192487397780356,0.30882383727676327,-0.1601372659012486,High
1.7984429933383084,-0.8612668057613959,-0.06717296472559381,High
0.05246065024401364,0.45128353407179367,0.16418068368345506,Low
0.32795634924341965,0.3400517231279534,-0.2971997854505198,Medium
0.26495115965656724,0.38981539901077766,-0.14404982220040888,Medium
1.6921827384000998,-0.6660569922851002,0.179319688849023,High
0.204110799753478,0.443827737689212,-0.2978989177955226,Medium
0.09605132712885167,0.4238757884851764,0.1220193947752306,Low
0.2656798757313541,0.3453037999848544,-0.2201587100878265,High
0.024937183483293546,0.4694692233556351,0.07331923620730718,Low
0.3108405515181272,0.36244658074195446,-0.20420459076055664,Medium
-0.5350778702395249,-0.3544951093164163,-0.24910346957614704,Low
0.027736483491360042,0.5052813565079077,0.07770439178746269,Low
0.01658109771515509,0.49402551386784666,0.050905269107778206,Low
-0.6129852739157338,-0.3247364263898498,-0.0721352468921567,Low
-0.5883275985012915,-0.3056406307299993,-0.010186278056008025,Low
0.23442392635261244,0.36981229014100137,-0.13654586749790626,Medium
0.43365588554545365,0.05915789267149313,0.9414446306250774,Low
-0.007317976698514084,0.4857512691077147,0.12158585673106137,Low
0.0961309464421728,0.4576999167776268,0.08757835827958438,Low
